Confidence Value,Gene Name Interactor A,Gene Name Interactor B
0.82,NUDCD3,KLHL23
0.83,NUDCD3,KLHL22
0.83,NUDCD3,HCFC2
0.83,NUDCD3,KLHDC2
0.76,NUDT1,MRM3
0.83,NUDT12,NCOA5
0.83,NUDT12,TJP2
0.83,NUDT12,SIRT2
0.83,NUDT12,VWA8
0.83,NUDT12,FKBP15
0.83,NUDT12,LZTR1
0.82,NUDT13,ICAM1
0.78,NUDT16L1,LRRK1
0.83,NUDT16L1,NUDT16
0.89,NUDT16L1,TP53BP1
0.88,NUDT21,SNRNP70
0.94,NUDT21,NUDT21
0.89,NUDT21,CPSF7
0.9,NUDT21,CPSF6
0.82,NUDT21,ZBTB48
0.82,NUDT21,PSPC1
0.82,NUDT5,SKA3
0.82,NUDT6,NRGN
0.83,NUDT6,MTIF2
0.83,NUDT6,UBLCP1
0.83,NUDT6,DENR
0.83,NUDT6,ISCA1
0.83,NUDT6,BOLA3
0.83,NUDT6,UBR2
0.82,NUDT9,WDR5B
0.82,NUDT9,TRIM11
0.89,NUF2,EXOC1
0.87,NUF2,SPC24
0.87,NUF2,SPC25
0.83,NUF2,PMF1
0.82,NUF2,KNL1
0.89,NUFIP1,FMR1
0.78,NUFIP1,RUVBL2
0.85,NUFIP1,RUVBL1
0.83,NUFIP1,VSNL1
0.83,NUFIP1,STX1A
0.83,NUFIP1,STXBP1
0.83,NUFIP1,SYN1
0.83,NUFIP1,SYT1
0.83,NUFIP1,SYP
0.83,NUFIP1,SNCB
0.83,NUFIP1,SNAP25
0.83,NUFIP1,SLC12A5
0.83,NUFIP1,DPYSL5
0.82,NUFIP1,RAB3B
0.83,NUFIP1,RAB3A
0.83,NUFIP1,RAB5B
0.83,NUFIP1,MAP2K1
0.83,NUFIP1,PDE2A
0.82,NUFIP1,PLXNA2
0.83,NUFIP1,NCALD
0.83,NUFIP1,STX1B
0.83,NUFIP1,NTM
0.83,NUFIP1,NCAM1
0.83,NUFIP1,MAPT
0.83,NUFIP1,MAP2
0.83,NUFIP1,HPCAL4
0.82,NUFIP1,FAM49B
0.83,NUFIP1,RAB6B
0.83,NUFIP1,L1CAM
0.82,NUFIP1,HBA1
0.83,NUFIP1,HIST1H1B
0.83,NUFIP1,HPCA
0.82,NUFIP1,SFXN3
0.82,NUFIP1,CDH13
0.83,NUFIP1,DCX
0.83,NUFIP1,DPYSL3
0.83,NUFIP1,DPYSL2
0.83,NUFIP1,DNM1
0.83,NUFIP1,DNM1L
0.83,NUFIP1,EDIL3
0.83,NUFIP1,CNTN1
0.83,NUFIP1,CRMP1
0.82,NUFIP1,CPE
0.83,NUFIP1,NDRG4
0.83,NUFIP1,EPB41L1
0.83,NUFIP1,GRIA2
0.82,NUFIP1,GPD2
0.83,NUFIP1,GPM6A
0.82,NUFIP1,GLS
0.82,NUFIP1,GNAQ
0.83,NUFIP1,GNAO1
0.83,NUFIP1,GNAZ
0.83,NUFIP1,DCLK1
0.9,NUFIP1,ZNHIT3
0.83,NUFIP1,GNG2
0.83,NUFIP1,NAPB
0.83,NUFIP1,SNAP91
0.83,NUFIP1,CALB2
0.83,NUFIP1,CAMK2B
0.83,NUFIP1,CAMK2A
0.83,NUFIP1,ATP2B2
0.83,NUFIP1,ATP4A
0.83,NUFIP1,ANK2
0.83,NUFIP1,BIN1
0.82,NUFIP1,MAP1LC3B2
0.83,NUFIP1,HIST1H2BL
0.83,NUFIP1,H2AFY2
0.83,NUFIP1,ADD2
0.83,NUFIP1,TRIM2
0.83,NUFIP1,CAMKV
0.82,NUFIP1,MAP1A
0.82,NUFIP1,PRKAR2B
0.82,NUFIP1,PPP3R1
0.82,NUFIP1,MAPRE3
0.9,NUFIP2,FMR1
0.87,NUFIP2,LSM12
0.87,NUFIP2,ATXN2
0.82,NUFIP2,RELA
0.87,NUFIP2,ATXN2L
0.82,NUFIP2,TRIM11
0.82,NUFIP2,CAPRIN1
0.82,NUFIP2,USP10
0.79,NUMA1,EPB41
0.83,NUMA1,BRD4
0.87,NUMB,NOTCH1
0.9,NUMB,AP2A1
0.9,NUMB,SIAH1
0.88,NUMB,DPYSL2
0.77,NUMB,PRKCA
0.82,NUMB,APP
0.9,NUMB,MDM2
0.89,NUMB,TP53
0.82,NUMB,EGFR
0.82,NUMB,AP1B1
0.82,NUMB,AP2B1
0.87,NUMB,DNAJC5
0.89,NUMBL,TAB2
0.89,NUP107,NUP214
0.9,NUP107,NUP133
0.9,NUP107,NUP85
0.9,NUP107,NUP160
0.96,NUP107,NUP98
0.86,NUP107,NUP93
0.89,NUP107,AHCTF1
0.96,NUP107,NUP153
0.88,NUP107,RANBP2
0.84,NUP107,NUP62
0.87,NUP107,KPNB1
0.93,NUP107,NXF1
0.87,NUP107,NUP50
0.86,NUP107,SENP2
0.82,NUP107,NUP155
0.86,NUP107,RANGAP1
0.89,NUP133,NUP98
0.77,NUP133,CENPF
0.87,NUP133,NUP160
0.89,NUP133,NUP153
0.89,NUP153,NXF2
0.9,NUP153,RAN
0.76,NUP153,IPO5
0.89,NUP153,NXF1
0.9,NUP153,KPNB1
0.88,NUP153,TNPO1
0.89,NUP153,NUP153
0.84,NUP153,KPNA2
0.82,NUP153,KPNA1
0.79,NUP153,NUP98
0.82,NUP153,NUP155
0.89,NUP155,GLE1
0.82,NUP155,NUP205
0.83,NUP160,DISC1
0.88,NUP160,NUP153
0.77,NUP160,RANBP2
0.84,NUP205,NUP93
0.82,NUP210,NOCT
0.82,NUP214,EEF1A1
0.83,NUP35,ATP23
0.86,NUP35,NUP153
0.82,NUP35,NDC1
0.86,NUP35,NUP58
0.88,NUP37,NUP43
0.83,NUP37,NUP133
0.89,NUP37,NUP107
0.83,NUP37,NUP85
0.82,NUP37,NUP160
0.89,NUP43,NUP133
0.89,NUP43,NUP107
0.9,NUP43,NUP85
0.87,NUP43,NUP160
0.83,NUP43,LAGE3
0.83,NUP43,KLC4
0.83,NUP43,TPRKB
0.83,NUP43,KLC2
0.83,NUP43,KIF5B
0.87,NUP43,NUP98
0.83,NUP43,CCT6B
0.86,NUP43,NUP153
0.97,NUP50,KPNA2
0.78,NUP50,CDKN1B
0.9,NUP50,KPNB1
0.9,NUP50,NUP153
0.87,NUP50,TP53BP1
0.83,NUP50,BCL7B
0.83,NUP50,BRD7
0.87,NUP50,RNGTT
0.83,NUP50,SPOP
0.87,NUP50,BOD1L1
0.83,NUP50,SETD1A
0.83,NUP50,ARID2
0.83,NUP50,KIF18B
0.87,NUP50,KIFC1
0.87,NUP50,KPNA6
0.83,NUP50,CXXC1
0.83,NUP50,FBXO28
0.87,NUP50,WDHD1
0.83,NUP50,CDCA2
0.87,NUP50,PHF10
0.83,NUP50,PBRM1
0.83,NUP50,KLHL7
0.83,NUP50,SMARCD1
0.83,NUP50,SMARCC2
0.83,NUP50,SMARCD3
0.83,NUP50,SMARCD2
0.82,NUP54,CDK16
0.82,NUP54,CRNN
0.87,NUP54,HOMER1
0.82,NUP54,HOMER3
0.82,NUP54,LPXN
0.82,NUP54,WDR59
0.82,NUP54,BFSP1
0.82,NUP54,COG4
0.82,NUP54,CEP250
0.89,NUP54,EXOC1
0.82,NUP54,NDE1
0.82,NUP54,NUP62CL
0.88,NUP58,NUP62
0.9,NUP58,NUP54
0.82,NUP58,GOPC
0.82,NUP58,EEA1
0.82,NUP58,RNF40
0.82,NUP58,FBXO28
0.82,NUP58,OSBPL6
0.82,NUP58,NUP62CL
0.82,NUP58,MIB2
0.8,NUP62,RANBP2
0.87,NUP62,TRAF3
0.88,NUP62,XPO1
0.9,NUP62,NXF1
0.88,NUP62,KPNB1
0.8,NUP62,NUP153
0.87,NUP62,NUP54
0.83,NUP62,WASHC3
0.84,NUP62,THAP1
0.87,NUP62,HSF2
0.82,NUP62,NCL
0.85,NUP62,NUP214
0.82,NUP62,KRT20
0.83,NUP62,CCHCR1
0.82,NUP62,CENPU
0.83,NUP62,PHF21A
0.77,NUP62,KRT75
0.87,NUP85,NUP98
0.84,NUP85,NUP133
0.89,NUP85,NUP160
0.86,NUP85,KPNB1
0.86,NUP85,NUP153
0.9,NUP88,NUP98
0.9,NUP88,NUP214
0.89,NUP88,NUP62
0.82,NUP88,TRIM62
0.82,NUP88,COG6
0.82,NUP88,NUP62CL
0.88,NUP98,CREBBP
0.84,NUP98,NUP98
0.88,NUP98,SEC13
0.76,NUP98,QRICH2
0.82,NUP98,SEC62
0.82,NUP98,EMSY
0.78,NUP98,NUP155
0.83,NUPR1,FUS
0.86,NUPR1,MSL1
0.83,NUPR1,NONO
0.83,NUPR1,NACA
0.89,NUPR1,PTMA
0.83,NUPR1,PSMD4
0.83,NUPR1,RAN
0.82,NUPR1,SEMG2
0.82,NUPR1,SEMG1
0.82,NUS1,HSPA8
0.83,NUSAP1,KPNB1
0.83,NUSAP1,C5orf30
0.82,NUSAP1,GAPDHS
0.82,NUSAP1,S100P
0.82,NUSAP1,RANBP2
0.82,NUSAP1,NUP153
0.82,NUSAP1,CST6
0.82,NUSAP1,GSTA2
0.97,NUTF2,RAN
0.89,NUTF2,NUP62
0.87,NUTF2,NUP54
0.97,NUTF2,NUTF2
0.78,NUTM1,EP300
0.88,NXF1,U2AF1
0.92,NXF1,NXT2
0.89,NXF1,NUP98
0.88,NXF1,MAGOH
0.97,NXF1,NXT1
0.9,NXF1,NUP214
0.82,NXF1,STRAP
0.86,NXF1,ALYREF
0.82,NXF1,NCL
0.82,NXF1,NUP88
0.82,NXF1,NUP133
0.88,NXF1,RANBP2
0.82,NXF1,RPS3
0.83,NXF1,RANGAP1
0.78,NXF1,IPO11
0.78,NXF1,NUTF2
0.85,NXF1,KPNB1
0.78,NXF1,THOC5
0.79,NXF1,TPR
0.82,NXF1,TNFAIP1
0.82,NXF1,SUPT5H
0.82,NXF1,SURF6
0.87,NXF1,SNW1
0.82,NXF1,XRN2
0.83,NXF1,CASC3
0.79,NXF1,HIST4H4
0.82,NXF1,WDR43
0.82,NXF1,WBP11
0.82,NXF1,RPGRIP1L
0.82,NXF1,PPHLN1
0.82,NXF1,PCF11
0.82,NXF1,ESF1
0.82,NXF1,BMS1
0.82,NXF1,BCLAF1
0.82,NXF1,TFIP11
0.82,NXF1,EXOSC8
0.82,NXF1,URM1
0.82,NXF1,NOP14
0.82,NXF1,PUM3
0.82,NXF1,DHX8
0.87,NXF1,DDX5
0.82,NXF1,AATF
0.82,NXF1,ZNF106
0.82,NXF1,NCOA5
0.82,NXF1,ISY1
0.82,NXF1,RBM12
0.82,NXF1,RBM5
0.82,NXF1,RBM6
0.82,NXF1,POLDIP3
0.82,NXF1,PRMT1
0.82,NXF1,HNRNPA2B1
0.87,NXF1,CPSF7
0.82,NXF1,ZC3H18
0.82,NXF1,NOL8
0.82,NXF1,RPRD1A
0.82,NXF1,CDYL2
0.82,NXF1,NME4
0.82,NXF1,NPM1
0.82,NXF1,YARS2
0.87,NXF1,GLE1
0.86,NXF1,NCBP3
0.87,NXF1,RGPD6
0.82,NXF1,MKRN2
0.89,NXF2,NUP214
0.82,NXF2,SAV1
0.82,NXF2,HELZ
0.82,NXF2,CEP131
0.82,NXF2,ZNF445
0.82,NXF2,SUGP2
0.82,NXF2,SRSF8
0.82,NXF2,ZNF106
0.82,NXF2,TTC31
0.82,NXF2,YTHDC2
0.82,NXF2,ZNF324
0.82,NXF2,NUPL2
0.82,NXF2,NEPRO
0.82,NXF2,MTO1
0.82,NXF2,BORA
0.82,NXF2,RPL26L1
0.82,NXF2,HERC5
0.82,NXF2,PPHLN1
0.82,NXF2,NUFIP1
0.82,NXF2,YTHDC1
0.82,NXF2,SETD2
0.82,NXF2,ASH1L
0.82,NXF2,RGPD8
0.82,NXF2,STOX2
0.82,NXF2,ZC3HAV1
0.82,NXF2,VANGL1
0.82,NXF2,ZNF865
0.82,NXF2,GLE1
0.82,NXF2,SIPA1L2
0.82,NXF2,DYRK1A
0.82,NXF2,DVL2
0.82,NXF2,DVL3
0.82,NXF2,CSNK1E
0.82,NXF2,CSNK1D
0.82,NXF2,RGPD6
0.82,NXF2,FYTTD1
0.82,NXF2,FAM120B
0.82,NXF2,MEIOC
0.82,NXF2,HIST1H1C
0.82,NXF2,ATXN2
0.82,NXF2,TRO
0.82,NXF2,PER1
0.82,NXF2,FAM83H
0.82,NXF5,ACTBL2
0.83,NXPH2,FREM2
0.83,NXPH2,MADD
0.83,NXPH2,NRP2
0.83,NXPH2,CELSR1
0.83,NXPH2,CELSR2
0.83,NXPH2,EEF1A2
0.83,NXPH2,FAT1
0.83,NXPH2,FAT4
0.82,NXPH2,UBR2
0.83,NXPH2,HBA1
0.83,NXPH2,PCDH7
0.83,NXPH2,ADGRV1
0.82,NXPH2,TAF7
0.83,NXPH2,UBR1
0.82,NXPH2,LRP5
0.82,NXPH3,DCP2
0.82,NXPH3,PALD1
0.83,NXPH3,SUFU
0.83,NXPH3,TUBA1A
0.83,NXPH3,TUBA4A
0.84,NXT1,NXF2
0.89,NXT1,NXF3
0.76,NXT1,XPO1
0.88,NXT2,NXF2
0.89,NXT2,NXF3
0.82,NXT2,PTAR1
0.82,NXT2,INPP4A
0.82,NXT2,PTPN11
0.82,NXT2,RGS8
0.82,NYAP2,MORN4
0.83,NYX,LYPLA2
0.83,NYX,EMB
0.83,NYX,CNPY3
0.82,NYX,SPRYD7
0.82,NYX,TUBA4A
0.83,NYX,SHROOM1
0.82,NYX,COX16
0.76,OAS1,PRMT6
0.82,OAS2,ACACA
0.82,OAS2,PRKG1
0.84,OAS3,GTPBP4
0.84,OAS3,ZNF622
0.78,OASL,YBX3
0.78,OASL,RBM28
0.78,OASL,STAU2
0.78,OASL,ZC3HAV1
0.78,OASL,KRI1
0.78,OASL,NKRF
0.78,OASL,RRP8
0.78,OASL,DDX50
0.78,OASL,KRR1
0.78,OASL,PUM3
0.78,OASL,DDX27
0.78,OASL,DDX24
0.78,OASL,MOV10
0.78,OASL,DDX54
0.78,OASL,YTHDC2
0.78,OASL,RPF2
0.78,OASL,POP1
0.78,OASL,YBX1
0.78,OASL,DHX57
0.78,OASL,LARP7
0.79,OAT,GOT1
0.82,OAT,PMPCA
0.82,OAT,TRAP1
0.86,OAZ1,ODC1
0.82,OAZ1,OAZ3
0.82,OAZ1,EGFR
0.78,OAZ1,AGTR1
0.8,OAZ2,ODC1
0.89,OAZ2,AZIN1
0.88,OAZ3,ODC1
0.82,OAZ3,FABP4
0.82,OAZ3,DSG3
0.82,OAZ3,CRYAB
0.82,OAZ3,JUP
0.82,OAZ3,TCHH
0.82,OAZ3,IL1F10
0.82,OAZ3,RGN
0.82,OAZ3,SELENBP1
0.82,OAZ3,CALHM4
0.82,OAZ3,LRRC15
0.82,OAZ3,HEPHL1
0.82,OAZ3,DSG4
0.82,OAZ3,TRIM29
0.82,OAZ3,PADI3
0.82,OAZ3,LYPLA2
0.82,OAZ3,PKP3
0.82,OAZ3,DUSP14
0.82,OAZ3,LYG2
0.83,OBP2A,TXNDC15
0.83,OBP2A,OBP2B
0.82,OBP2A,CLN5
0.82,OBP2A,COL6A2
0.82,OBP2A,ERBIN
0.96,OBSCN,ANK1
0.9,OBSCN,TTN
0.85,OBSL1,CUL7
0.86,OCIAD1,CISD1
0.86,OCIAD1,CLPB
0.86,OCIAD1,ATAD1
0.86,OCIAD1,COX6C
0.86,OCIAD1,ABCD3
0.89,OCIAD1,MTCH2
0.86,OCIAD1,MTX1
0.86,OCIAD1,NDUFS8
0.84,OCIAD1,NDUFS3
0.82,OCIAD1,SCO1
0.82,OCIAD1,BAX
0.86,OCIAD1,AFG3L2
0.88,OCIAD1,IMMT
0.86,OCIAD1,YME1L1
0.82,OCIAD1,TOMM40
0.86,OCIAD1,TOMM20
0.86,OCIAD1,FUNDC2
0.86,OCIAD1,CHCHD3
0.86,OCIAD1,ATAD3A
0.82,OCIAD1,PHB2
0.82,OCIAD1,NME3
0.82,OCIAD1,NME2
0.82,OCIAD1,SAMM50
0.82,OCIAD1,SLC30A3
0.82,OCIAD1,GK
0.82,OCIAD1,GNL3
0.82,OCIAD1,MTX3
0.82,OCIAD1,ABCB7
0.84,OCLN,GJB1
0.96,OCLN,TJP1
0.9,OCRL,CLTC
0.76,OCRL,RAC1
0.9,OCRL,RAB1A
0.9,OCRL,RAB5A
0.9,OCRL,RAB6A
0.9,OCRL,RAB8A
0.78,OCRL,RAB14
0.82,OCRL,PAK2
0.86,OCRL,SNX9
0.86,OCRL,AP2B1
0.83,OCRL,PLEKHJ1
0.87,OCRL,AP2A1
0.89,OCRL,CLTA
0.86,OCRL,CLTB
0.86,OCRL,AP2M1
0.82,OCRL,INPP5B
0.82,OCRL,RAB11A
0.82,OCRL,RAB5C
0.82,OCRL,VIM
0.82,OCRL,EIF3C
0.82,OCRL,PFN1
0.82,ODAM,FHL2
0.82,ODAPH,PMVK
0.82,ODAPH,NPHP3
0.82,ODAPH,JMJD4
0.82,ODAPH,HAPLN3
0.82,ODAPH,TRPC4AP
0.82,ODAPH,GPC3
0.82,ODAPH,FBN1
0.82,ODAPH,MANBA
0.82,ODAPH,LRP5
0.82,ODAPH,PDCL
0.82,ODAPH,NUDT8
0.82,ODAPH,TOP3A
0.82,ODAPH,ANKRD50
0.82,ODAPH,ZNF579
0.82,ODAPH,CARNMT1
0.82,ODAPH,LTBP4
0.82,ODAPH,PAPSS1
0.82,ODAPH,KIAA0232
0.82,ODAPH,PREPL
0.82,ODAPH,PMPCB
0.82,ODAPH,SLC4A7
0.82,ODAPH,GGPS1
0.82,ODAPH,TCAF2
0.82,ODAPH,MAN2B2
0.82,ODAPH,AHCYL2
0.82,ODAPH,PMPCA
0.85,ODC1,ODC1
0.87,ODC1,CEP131
0.82,ODF1,NIF3L1
0.82,ODF1,CCT6B
0.82,ODF1,CCT2
0.82,ODF1,CCT4
0.82,ODF1,ABRAXAS2
0.82,ODF1,PDCL
0.82,ODF1,SPATA20
0.82,ODF1,CCT3
0.82,ODF1,TCP1
0.78,ODF2,LRRK1
0.82,ODF2,ODF2L
0.82,ODF2,PIBF1
0.82,ODF2,PLK1
0.82,ODF2L,NPM2
0.82,ODF2L,HACL1
0.82,ODF2L,GAPDHS
0.82,ODF2L,ZMAT2
0.83,ODF3L1,STAMBP
0.83,ODF3L1,CARNMT1
0.83,ODF3L2,NMT2
0.83,ODF3L2,GPHN
0.83,ODF3L2,FBXW5
0.83,ODF3L2,NMT1
0.82,ODF3L2,KCTD10
0.82,ODF4,ACTBL2
0.87,ODF4,TMBIM6
0.82,ODF4,ATP12A
0.76,OFCC1,PRMT1
0.76,OFCC1,KDM1A
0.82,OFCC1,FLNC
0.82,OFCC1,SELENBP1
0.77,OFD1,OFD1
0.79,OFD1,RUVBL1
0.86,OFD1,CEP350
0.86,OFD1,CCDC18
0.82,OFD1,NAA10
0.87,OFD1,FOPNL
0.86,OFD1,CEP131
0.82,OFD1,MAPRE1
0.87,OFD1,PCM1
0.86,OFD1,CCDC138
0.82,OFD1,ERC1
0.87,OFD1,C2CD3
0.86,OFD1,FGFR1OP
0.86,OFD1,MIB1
0.76,OFD1,ENTR1
0.89,OFD1,SDCCAG8
0.86,OFD1,DNAJC7
0.86,OFD1,PIBF1
0.86,OFD1,CEP72
0.86,OFD1,CSPP1
0.89,OFD1,DYNLL1
0.87,OGA,CDC37
0.86,OGA,OGT
0.82,OGA,FKBP5
0.98,OGDH,DLST
0.99,OGDH,DLD
0.83,OGDH,PDHA1
0.82,OGDH,SSBP1
0.79,OGDH,DLAT
0.85,OGFOD3,CANX
0.83,OGFOD3,DNAJB9
0.83,OGFOD3,ATP2C1
0.83,OGFOD3,TRIP6
0.83,OGFOD3,EIF2AK3
0.82,OGFOD3,MPC2
0.77,OGG1,PRKCA
0.87,OGG1,XRCC1
0.76,OGG1,SNRPF
0.83,OGN,NPTX1
0.83,OGN,CNPY3
0.83,OGN,ASB7
0.9,OGT,HCFC1
0.82,OGT,OGT
0.83,OGT,NUP62CL
0.86,OGT,KMT2E
0.76,OGT,NUP62
0.84,OGT,WDR5
0.88,OGT,ASH2L
0.85,OGT,SETD1A
0.85,OGT,RBBP5
0.85,OGT,CXXC1
0.78,OGT,FARSA
0.84,OGT,CCT5
0.82,OGT,DIDO1
0.84,OGT,CCT2
0.82,OGT,CARM1
0.84,OGT,PSPC1
0.83,OGT,KANSL3
0.86,OGT,HIVEP1
0.82,OGT,RC3H2
0.84,OGT,TUBA1C
0.84,OGT,CCT3
0.78,OGT,SAP30BP
0.78,OGT,SCAI
0.78,OGT,TERF2IP
0.89,OIP5,MIS18A
0.82,OIP5,KDM1A
0.83,OIP5,UBE2T
0.83,OIP5,STX1A
0.83,OIP5,CYTH3
0.83,OIP5,PDZRN3
0.83,OIP5,TRAF7
0.83,OIP5,RNF40
0.83,OIP5,CEP170
0.83,OIP5,CUEDC1
0.83,OIP5,MED29
0.88,OIP5,MIS18BP1
0.82,OIP5,C9orf16
0.82,OIP5,CEP170P1
0.81,OIP5,OIP5
0.82,OIP5,TACC3
0.82,OIP5,NOS1AP
0.82,OIP5,RABGEF1
0.82,OIP5,CCHCR1
0.85,OIP5,HJURP
0.78,OLA1,BARD1
0.79,OLA1,PRPF31
0.83,OLFM1,DISC1
0.83,OLFM1,EDEM2
0.83,OLFM1,MANEA
0.83,OLFM1,PCOLCE2
0.83,OLFM1,OLFM2
0.83,OLFM1,ASPH
0.82,OLFM1,ARNTL2
0.82,OLFM2,ZSWIM8
0.82,OLFM2,GPATCH8
0.82,OLFM2,CTDNEP1
0.82,OLFM2,SDF2L1
0.82,OLFM2,ZNF507
0.82,OLFM2,FUT11
0.82,OLFM2,BMP7
0.82,OLFM2,USP54
0.82,OLFM2,FEM1B
0.82,OLFM2,DPYSL4
0.82,OLFM2,ZFHX4
0.82,OLFM2,DVL2
0.82,OLFM2,EGFL7
0.82,OLFM2,BANP
0.82,OLFM2,DNAJB9
0.82,OLFM2,VCPIP1
0.82,OLFM2,MSTO1
0.82,OLFM2,HAUS8
0.82,OLFM2,C15orf39
0.82,OLFM2,LRIF1
0.82,OLFM2,TUBB1
0.82,OLFM2,PEX6
0.82,OLFM2,RNF40
0.82,OLFM2,KDM5C
0.94,OLFM3,MYOC
0.82,OLFM3,LRP1B
0.82,OLFM3,OLFM2
0.82,OLFM3,RNF20
0.82,OLFM4,PDF
0.83,OLFM4,DHFR2
0.83,OLFM4,INTS6
0.83,OLFM4,P3H3
0.83,OLFM4,GNL3L
0.83,OLFM4,MTFR1L
0.83,OLFM4,ETV3
0.83,OLFM4,ERF
0.82,OLFM4,FUT11
0.83,OLFM4,BMP7
0.83,OLFM4,NID2
0.82,OLFM4,RDH13
0.83,OLFM4,RBPMS
0.82,OLFM4,FAAP100
0.82,OLFML3,MAP7D2
0.87,OLR1,OLR1
0.82,OLR1,F5
0.82,OMD,PATZ1
0.82,OMD,BBS1
0.82,OMD,APAF1
0.88,ONECUT1,CREBBP
0.79,ONECUT1,FOXA2
0.82,ONECUT1,SERPINB13
0.78,OPA1,BNIP3
0.83,OPA1,LRRK2
0.82,OPA1,GID8
0.82,OPA1,CLPB
0.82,OPCML,CANX
0.82,OPCML,FBXO2
0.82,OPCML,MBLAC2
0.82,OPCML,TMEM214
0.82,OPCML,TRIP12
0.77,OPHN1,RHOA
0.85,OPHN1,CDC42
0.83,OPN3,EIF2B5
0.83,OPN3,EIF2B2
0.83,OPN3,EIF2B3
0.83,OPN3,EIF2B4
0.83,OPN4,STX12
0.83,OPN4,NDFIP1
0.79,OPRD1,ARRB1
0.78,OPRD1,ADRB2
0.89,OPRD1,GNAO1
0.89,OPRD1,GPRASP1
0.78,OPRD1,OPRD1
0.82,OPRD1,CANX
0.89,OPRL1,PNOC
0.83,OPRM1,OPRD1
0.81,OPRM1,GPRASP1
0.76,OPRM1,CALM1
0.76,OPRM1,DNAJB4
0.76,OPRM1,FLNA
0.88,OPRM1,RANBP9
0.77,OPRM1,COPS5
0.88,OPRM1,GJA4
0.76,OPRM1,SIAH2
0.77,OPRM1,SIAH1
0.82,OPRM1,PI4KA
0.82,OPRM1,SLC5A3
0.82,OPRM1,RINT1
0.82,OPRM1,COG2
0.82,OPRM1,ZW10
0.82,OPRM1,COG1
0.82,OPRM1,BRAT1
0.82,OPRM1,IPO13
0.82,OPRM1,URB2
0.82,OPRM1,XPO6
0.82,OPRM1,MON2
0.82,OPRM1,XPO7
0.82,OPRM1,ZFYVE26
0.82,OPRM1,ECPAS
0.82,OPRM1,STAG2
0.82,OPRM1,EXOC5
0.82,OPRM1,TUBGCP3
0.82,OPRM1,TUBGCP2
0.82,OPRM1,THADA
0.82,OPRM1,LPCAT3
0.82,OPRM1,NOM1
0.82,OPRM1,XPO4
0.82,OPRM1,COG4
0.82,OPRM1,IPO11
0.82,OPRM1,INTS1
0.82,OPRM1,ABHD17B
0.82,OPRM1,MTFP1
0.82,OPRM1,FASTKD1
0.82,OPRM1,TUBGCP4
0.82,OPRM1,COG7
0.82,OPRM1,MMS22L
0.82,OPRM1,LMBRD2
0.82,OPRM1,DNAAF5
0.82,OPRM1,MZT2B
0.82,OPRM1,TTI2
0.82,OPRM1,ZWILCH
0.82,OPRM1,C1orf112
0.82,OPRM1,ATM
0.82,OPRM1,ATR
0.82,OPRM1,ADCK1
0.82,OPRM1,COG3
0.82,OPRM1,FANCA
0.82,OPRM1,HTT
0.82,OPRM1,COG8
0.82,OPRM1,COX1
0.82,OPRM1,NDUFB3
0.97,OPTN,RAB8A
0.9,OPTN,TBC1D17
0.9,OPTN,HTT
0.9,OPTN,TBK1
0.85,OPTN,CYLD
0.79,OPTN,RIPK1
0.82,OPTN,ZNF426
0.88,OPTN,UBB
0.82,OPTN,ZNF302
0.9,OPTN,OPTN
0.85,OPTN,MYO6
0.82,OPTN,EPS15
0.83,OPTN,RAB10
0.89,OPTN,SQSTM1
0.79,OPTN,HACE1
0.83,OPTN,PRKN
0.87,OPTN,TBC1D15
0.77,OPTN,NRL
0.83,OPTN,RBM12
0.84,OPTN,WIPI2
0.82,OPTN,ZMYM6
0.82,OPTN,MAVS
0.82,OPTN,CALCOCO2
0.83,OR10H3,PAK2
0.83,OR10H3,HMGCS1
0.82,OR10H3,FAHD1
0.83,OR10H3,LASP1
0.82,OR10H3,PLS1
0.82,OR10H3,IRGQ
0.83,OR2K2,NME2P1
0.82,OR2K2,PAK1
0.82,OR2S2,CCPG1
0.83,OR51E2,LRRC15
0.83,OR51E2,S100A3
0.82,OR51E2,CALML3
0.83,OR51E2,DSG4
0.83,OR51E2,HEPHL1
0.83,OR51E2,DUSP14
0.82,OR51E2,CALHM4
0.82,OR52W1,PROZ
0.83,OR5F1,NME2P1
0.83,OR5F1,HMGCS1
0.82,OR5F1,CCDC25
0.83,OR5F1,UBA6
0.82,OR5F1,GALM
0.82,OR5F1,IRGQ
0.82,OR5F1,GNPNAT1
0.82,OR5F1,FTO
0.83,OR7C1,YJU2
0.9,ORAI1,STIM1
0.89,ORAI1,ORAI1
0.84,ORAI3,ORAI1
0.97,ORC1,ORC2
0.9,ORC1,SKP2
0.79,ORC1,MCM2
0.79,ORC1,MCM7
0.96,ORC1,ORC4
0.89,ORC1,CCNA2
0.96,ORC2,MCM2
0.87,ORC2,CDK2
0.91,ORC2,MCM7
0.91,ORC2,ORC2
0.82,ORC2,BRCA1
0.86,ORC2,CCNA2
0.97,ORC3,ORC2
0.9,ORC3,ORC1
0.91,ORC3,MCM7
0.76,ORC3,BRCA1
0.99,ORC4,ORC2
0.92,ORC4,MCM3
0.9,ORC4,ORC3
0.96,ORC4,ORC6
0.79,ORC4,MCM2
0.99,ORC4,ORC5
0.8,ORC4,MCM7
0.99,ORC5,ORC2
0.96,ORC5,ORC1
0.76,ORC5,CDC6
0.91,ORC5,MCM3
0.97,ORC5,ORC3
